id,K1,K2,K3,K4,K5
HG02605,0.24308,0.75689,0.00001,0.00001,0.00001
HG02610,0.00001,0.00001,0.99996,0.00001,0.00001
HG02611,0.00001,0.00001,0.99996,0.00001,0.00001
HG02612,0.00001,0.00001,0.99996,0.00001,0.00001
HG02613,0.01003,0.00001,0.97825,0.00001,0.01170
HG02614,0.10007,0.00001,0.89990,0.00001,0.00001
HG02615,0.05177,0.00001,0.94820,0.00001,0.00001
HG02620,0.00001,0.00001,0.99088,0.00001,0.00909
HG02621,0.00001,0.00001,0.99822,0.00001,0.00175
HG02622,0.00001,0.00001,0.99996,0.00001,0.00001
HG02623,0.00001,0.00001,0.99996,0.00001,0.00001
HG02624,0.00001,0.00001,0.99996,0.00001,0.00001
HG02625,0.00001,0.00001,0.99996,0.00001,0.00001
HG02628,0.00001,0.00001,0.99996,0.00001,0.00001
HG02629,0.00001,0.00001,0.99996,0.00001,0.00001
HG02630,0.00001,0.00001,0.99996,0.00001,0.00001
HG02634,0.00020,0.00001,0.99977,0.00001,0.00001
HG02635,0.00001,0.00001,0.99996,0.00001,0.00001
HG02636,0.00001,0.00001,0.99996,0.00001,0.00001
HG02642,0.00001,0.00001,0.99996,0.00001,0.00001
HG02643,0.00001,0.00001,0.99996,0.00001,0.00001
HG02644,0.00001,0.00001,0.99996,0.00001,0.00001
HG02645,0.00854,0.00001,0.99143,0.00001,0.00001
HG02646,0.00001,0.00001,0.99996,0.00001,0.00001
HG02647,0.00001,0.00001,0.99996,0.00001,0.00001
HG02648,0.31230,0.68452,0.00001,0.00001,0.00316
HG02649,0.32132,0.67865,0.00001,0.00001,0.00001
HG02650,0.31095,0.68902,0.00001,0.00001,0.00001
HG02651,0.18864,0.81133,0.00001,0.00001,0.00001
HG02652,0.13386,0.86611,0.00001,0.00001,0.00001
HG02653,0.11221,0.88776,0.00001,0.00001,0.00001
HG02654,0.24435,0.75562,0.00001,0.00001,0.00001
HG02655,0.25268,0.74729,0.00001,0.00001,0.00001
HG02656,0.18140,0.81857,0.00001,0.00001,0.00001
HG02657,0.23559,0.76438,0.00001,0.00001,0.00001
HG02658,0.13927,0.86070,0.00001,0.00001,0.00001
HG02659,0.19734,0.80263,0.00001,0.00001,0.00001
HG02660,0.19461,0.80536,0.00001,0.00001,0.00001
HG02661,0.18987,0.81010,0.00001,0.00001,0.00001
HG02662,0.15578,0.83182,0.00001,0.00001,0.01237
HG02666,0.00001,0.00001,0.99996,0.00001,0.00001
HG02667,0.00001,0.00001,0.99996,0.00001,0.00001
HG02668,0.00001,0.00001,0.99996,0.00001,0.00001
HG02675,0.00001,0.00001,0.99996,0.00001,0.00001
HG02676,0.00514,0.00001,0.99483,0.00001,0.00001
HG02677,0.00001,0.00001,0.99996,0.00001,0.00001
HG02678,0.00001,0.00001,0.99996,0.00001,0.00001
HG02679,0.00001,0.00001,0.99996,0.00001,0.00001
HG02680,0.00001,0.00001,0.99996,0.00001,0.00001
HG02681,0.31977,0.68020,0.00001,0.00001,0.00001
HG02682,0.26970,0.73027,0.00001,0.00001,0.00001
HG02683,0.22249,0.77748,0.00001,0.00001,0.00001
HG02684,0.07639,0.92358,0.00001,0.00001,0.00001
HG02685,0.00001,0.99996,0.00001,0.00001,0.00001
HG02686,0.05153,0.94844,0.00001,0.00001,0.00001
HG02687,0.04927,0.95070,0.00001,0.00001,0.00001
HG02688,0.02758,0.97239,0.00001,0.00001,0.00001
HG02689,0.03327,0.96670,0.00001,0.00001,0.00001
HG02690,0.23191,0.76806,0.00001,0.00001,0.00001
HG02691,0.26260,0.73737,0.00001,0.00001,0.00001
HG02692,0.27031,0.72966,0.00001,0.00001,0.00001
HG02694,0.36030,0.63967,0.00001,0.00001,0.00001
HG02696,0.05833,0.94164,0.00001,0.00001,0.00001
HG02697,0.28215,0.71782,0.00001,0.00001,0.00001
HG02698,0.17751,0.82246,0.00001,0.00001,0.00001
HG02699,0.26082,0.73915,0.00001,0.00001,0.00001
HG02700,0.20619,0.79378,0.00001,0.00001,0.00001
HG02701,0.19515,0.80482,0.00001,0.00001,0.00001
HG02702,0.00001,0.00001,0.99996,0.00001,0.00001
HG02703,0.00001,0.00001,0.99996,0.00001,0.00001
HG02704,0.00001,0.00001,0.99996,0.00001,0.00001
HG02715,0.00001,0.00001,0.99996,0.00001,0.00001
HG02716,0.00001,0.00001,0.99996,0.00001,0.00001
HG02717,0.00001,0.00001,0.99996,0.00001,0.00001
HG02721,0.00001,0.00001,0.99996,0.00001,0.00001
HG02722,0.00001,0.00001,0.99996,0.00001,0.00001
HG02723,0.00001,0.00001,0.99996,0.00001,0.00001
HG02724,0.05549,0.93237,0.00001,0.00001,0.01213
HG02725,0.00001,0.97305,0.00001,0.00001,0.02692
HG02726,0.00001,0.99792,0.00001,0.00001,0.00205
HG02727,0.00001,0.99996,0.00001,0.00001,0.00001
HG02728,0.00001,0.99996,0.00001,0.00001,0.00001
HG02729,0.00001,0.99996,0.00001,0.00001,0.00001
HG02731,0.07371,0.92626,0.00001,0.00001,0.00001
HG02733,0.15252,0.84745,0.00001,0.00001,0.00001
HG02734,0.30678,0.69319,0.00001,0.00001,0.00001
HG02735,0.16686,0.83311,0.00001,0.00001,0.00001
HG02736,0.22024,0.77420,0.00001,0.00001,0.00554
HG02737,0.12965,0.87032,0.00001,0.00001,0.00001
HG02738,0.08469,0.91528,0.00001,0.00001,0.00001
HG02756,0.00001,0.00001,0.99996,0.00001,0.00001
HG02757,0.05141,0.00001,0.94856,0.00001,0.00001
HG02759,0.00001,0.00001,0.99996,0.00001,0.00001
HG02760,0.00001,0.00001,0.99996,0.00001,0.00001
HG02761,0.00001,0.00001,0.99996,0.00001,0.00001
HG02762,0.00001,0.00001,0.99996,0.00001,0.00001
HG02763,0.00001,0.00001,0.99996,0.00001,0.00001
HG02764,0.00001,0.00001,0.99996,0.00001,0.00001
HG02768,0.00001,0.00001,0.99996,0.00001,0.00001
HG02769,0.00001,0.00001,0.99996,0.00001,0.00001
HG02770,0.00001,0.00001,0.99996,0.00001,0.00001
HG02771,0.00001,0.00001,0.99996,0.00001,0.00001
HG02772,0.00001,0.00001,0.99996,0.00001,0.00001
HG02773,0.00001,0.00001,0.99996,0.00001,0.00001
HG02774,0.01028,0.98968,0.00001,0.00001,0.00001
HG02775,0.00001,0.99996,0.00001,0.00001,0.00001
HG02776,0.00001,0.99996,0.00001,0.00001,0.00001
HG02778,0.00001,0.99996,0.00001,0.00001,0.00001
HG02780,0.01834,0.97163,0.00001,0.00001,0.01001
HG02783,0.01227,0.98770,0.00001,0.00001,0.00001
HG02784,0.00001,0.99996,0.00001,0.00001,0.00001
HG02785,0.05966,0.94031,0.00001,0.00001,0.00001
HG02786,0.00001,0.99996,0.00001,0.00001,0.00001
HG02787,0.00001,0.99188,0.00001,0.00001,0.00809
HG02788,0.00001,0.99996,0.00001,0.00001,0.00001
HG02789,0.00001,0.99996,0.00001,0.00001,0.00001
HG02790,0.02338,0.97659,0.00001,0.00001,0.00001
HG02791,0.00001,0.99996,0.00001,0.00001,0.00001
HG02792,0.00001,0.99696,0.00001,0.00001,0.00301
HG02793,0.04842,0.95155,0.00001,0.00001,0.00001
HG02794,0.01456,0.98541,0.00002,0.00001,0.00001
HG02798,0.00001,0.00001,0.99996,0.00001,0.00001
HG02799,0.00001,0.00001,0.99996,0.00001,0.00001
HG02800,0.00001,0.00001,0.99996,0.00001,0.00001
HG02804,0.00001,0.00001,0.99996,0.00001,0.00001
HG02805,0.00001,0.00001,0.99996,0.00001,0.00001
HG02806,0.00001,0.00001,0.99996,0.00001,0.00001
HG02807,0.00001,0.00001,0.99996,0.00001,0.00001
HG02808,0.01549,0.00001,0.98448,0.00001,0.00001
HG02809,0.00599,0.00001,0.99398,0.00001,0.00001
HG02810,0.00001,0.00001,0.99996,0.00001,0.00001
HG02811,0.00001,0.00001,0.99996,0.00001,0.00001
HG02812,0.00001,0.00001,0.99996,0.00001,0.00001
HG02813,0.00001,0.00001,0.99996,0.00001,0.00001
HG02814,0.00002,0.00299,0.99697,0.00001,0.00001
HG02815,0.00943,0.00001,0.99054,0.00001,0.00001
HG02816,0.00001,0.00001,0.99996,0.00001,0.00001
HG02817,0.00001,0.00001,0.99996,0.00001,0.00001
HG02818,0.00001,0.00001,0.99996,0.00001,0.00001
HG02819,0.00001,0.00001,0.99996,0.00001,0.00001
HG02820,0.00001,0.00001,0.99995,0.00001,0.00001
HG02821,0.00001,0.00001,0.99996,0.00001,0.00001
HG02836,0.00001,0.00001,0.99996,0.00001,0.00001
HG02837,0.00001,0.00001,0.99996,0.00001,0.00001
HG02838,0.00001,0.00001,0.99996,0.00001,0.00001
HG02839,0.02679,0.00001,0.97318,0.00001,0.00001
HG02840,0.00001,0.00001,0.99996,0.00001,0.00001
HG02841,0.02725,0.00001,0.97272,0.00001,0.00001
HG02851,0.00952,0.00001,0.71364,0.27682,0.00001
HG02852,0.00001,0.00001,0.99996,0.00001,0.00001
HG02853,0.00629,0.00001,0.99368,0.00001,0.00001
HG02854,0.00001,0.00001,0.99996,0.00001,0.00001
HG02855,0.00001,0.00001,0.99996,0.00001,0.00001
HG02856,0.00001,0.00001,0.99996,0.00001,0.00001
HG02860,0.00466,0.01287,0.98245,0.00001,0.00001
HG02861,0.00001,0.00001,0.99996,0.00001,0.00001
HG02862,0.00001,0.00808,0.99059,0.00001,0.00130
HG02869,0.00143,0.00001,0.99854,0.00001,0.00001
HG02870,0.00001,0.00001,0.99996,0.00001,0.00001
HG02871,0.00001,0.00001,0.99996,0.00001,0.00001
HG02878,0.00001,0.00001,0.99996,0.00001,0.00001
HG02879,0.00166,0.00325,0.99508,0.00001,0.00001
HG02880,0.00001,0.00001,0.99996,0.00001,0.00001
HG02881,0.00001,0.00001,0.99996,0.00001,0.00001
HG02882,0.00001,0.00001,0.99996,0.00001,0.00001
HG02883,0.00001,0.00001,0.99996,0.00001,0.00001
HG02884,0.00001,0.00001,0.99996,0.00001,0.00001
HG02885,0.00394,0.02095,0.97508,0.00001,0.00001
HG02886,0.00001,0.00001,0.99996,0.00001,0.00001
HG02887,0.00001,0.00001,0.99996,0.00001,0.00001
HG02888,0.00001,0.00001,0.99996,0.00001,0.00001
HG02889,0.00001,0.00001,0.99996,0.00001,0.00001
HG02890,0.00001,0.00001,0.99996,0.00001,0.00001
HG02891,0.00001,0.00001,0.99996,0.00001,0.00001
HG02892,0.00001,0.00001,0.99996,0.00001,0.00001
HG02895,0.00665,0.00001,0.99332,0.00001,0.00001
HG02896,0.00001,0.00001,0.99996,0.00001,0.00001
HG02897,0.00001,0.00001,0.99996,0.00001,0.00001
HG02922,0.00001,0.00001,0.00001,0.99996,0.00001
HG02923,0.00001,0.00001,0.00001,0.99996,0.00001
HG02924,0.00001,0.00001,0.00001,0.99996,0.00001
HG02938,0.00001,0.00001,0.00001,0.99996,0.00001
HG02941,0.00001,0.00001,0.00001,0.99996,0.00001
HG02943,0.00001,0.00001,0.00001,0.99996,0.00001
HG02944,0.00001,0.00001,0.00001,0.99996,0.00001
HG02945,0.00001,0.00001,0.00001,0.99996,0.00001
HG02946,0.00001,0.00001,0.00001,0.99996,0.00001
HG02947,0.00001,0.00001,0.00001,0.99996,0.00001
HG02948,0.00001,0.00001,0.00001,0.99996,0.00001
HG02952,0.00001,0.00001,0.00001,0.99996,0.00001
HG02953,0.00001,0.00001,0.00001,0.99996,0.00001
HG02954,0.00001,0.00001,0.00001,0.99996,0.00001
HG02964,0.00492,0.00001,0.00001,0.99505,0.00001
HG02965,0.00001,0.00001,0.00001,0.99996,0.00001
HG02966,0.00001,0.00001,0.00001,0.99724,0.00273
HG02968,0.00001,0.00001,0.00001,0.99996,0.00001
HG02970,0.00001,0.00001,0.00001,0.99996,0.00001
HG02971,0.00001,0.00001,0.00001,0.99996,0.00001
HG02972,0.00001,0.00001,0.00001,0.99996,0.00001
HG02973,0.00001,0.00001,0.00001,0.99996,0.00001
HG02974,0.00001,0.00001,0.00001,0.99996,0.00001
HG02975,0.00001,0.00001,0.00001,0.99996,0.00001
HG02976,0.00001,0.00001,0.00001,0.99996,0.00001
HG02977,0.00001,0.00001,0.00001,0.99996,0.00001
HG02978,0.00001,0.00001,0.00001,0.99996,0.00001
HG02979,0.00001,0.00001,0.00001,0.99996,0.00001
HG02980,0.00001,0.00001,0.00001,0.99996,0.00001
HG02981,0.00001,0.00001,0.00001,0.99996,0.00001
HG02982,0.00001,0.00001,0.99848,0.00001,0.00148
HG02983,0.00188,0.00001,0.99809,0.00001,0.00001
HG02984,0.00001,0.00001,0.99996,0.00001,0.00001
HG03006,0.02737,0.89944,0.00001,0.00001,0.07317
HG03007,0.00001,0.93441,0.00001,0.00001,0.06556
HG03008,0.00001,0.94125,0.00001,0.00001,0.05872
HG03009,0.00001,0.91842,0.00001,0.00001,0.08155
HG03012,0.00001,0.87042,0.00001,0.00001,0.12955
HG03015,0.00001,0.99996,0.00001,0.00001,0.00001
HG03016,0.02033,0.97964,0.00001,0.00001,0.00001
HG03017,0.01549,0.98449,0.00001,0.00001,0.00001
HG03018,0.06036,0.93961,0.00001,0.00001,0.00001
HG03019,0.00265,0.99518,0.00001,0.00001,0.00214
HG03021,0.00456,0.99541,0.00001,0.00001,0.00001
HG03022,0.06787,0.93210,0.00001,0.00001,0.00001
HG03024,0.00001,0.00001,0.99996,0.00001,0.00001
HG03025,0.00001,0.00001,0.99996,0.00001,0.00001
HG03026,0.00001,0.00001,0.99996,0.00001,0.00001
HG03027,0.00002,0.00001,0.99995,0.00001,0.00001
HG03028,0.00001,0.00001,0.99996,0.00001,0.00001
HG03029,0.00001,0.00001,0.99996,0.00001,0.00001
HG03033,0.00001,0.00001,0.99996,0.00001,0.00001
HG03034,0.00001,0.00001,0.99996,0.00001,0.00001
HG03035,0.00001,0.00001,0.99996,0.00001,0.00001
HG03039,0.00001,0.00001,0.99996,0.00001,0.00001
HG03040,0.00296,0.00001,0.74127,0.25380,0.00196
HG03041,0.00001,0.00001,0.99996,0.00001,0.00001
HG03045,0.01143,0.00001,0.98854,0.00001,0.00001
HG03046,0.00544,0.00001,0.99452,0.00001,0.00001
HG03047,0.01189,0.00001,0.98808,0.00001,0.00001
HG03048,0.00001,0.00001,0.99996,0.00001,0.00001
HG03049,0.00001,0.00001,0.99996,0.00001,0.00001
HG03050,0.00001,0.00001,0.99996,0.00001,0.00001
HG03052,0.00001,0.00001,0.72452,0.27545,0.00001
HG03054,0.00001,0.00001,0.97087,0.02910,0.00001
HG03055,0.00001,0.00001,0.83644,0.16353,0.00001
HG03056,0.00001,0.00001,0.99996,0.00001,0.00001
HG03057,0.00001,0.00001,0.79238,0.20759,0.00001
HG03058,0.00001,0.00001,0.64286,0.35711,0.00001
HG03060,0.00001,0.00001,0.80881,0.19116,0.00001
HG03061,0.00001,0.00001,0.66797,0.33200,0.00001
HG03063,0.00001,0.00001,0.96966,0.03032,0.00001
HG03064,0.00001,0.00001,0.86080,0.13917,0.00001
HG03065,0.00001,0.00001,0.99996,0.00001,0.00001
HG03066,0.00001,0.00001,0.75735,0.24263,0.00001
HG03069,0.00001,0.00001,0.75598,0.24399,0.00001
HG03072,0.00001,0.00001,0.84323,0.15674,0.00001
HG03073,0.00001,0.00001,0.68106,0.31891,0.00001
HG03074,0.00001,0.00001,0.69590,0.30407,0.00001
HG03077,0.00001,0.00001,0.63326,0.36671,0.00001
HG03078,0.00001,0.00001,0.71762,0.28235,0.00001
HG03079,0.00002,0.00001,0.61564,0.38432,0.00001
HG03081,0.00001,0.00001,0.66880,0.33117,0.00001
HG03082,0.00001,0.00001,0.74323,0.25674,0.00001
HG03084,0.00001,0.00001,0.84827,0.15170,0.00001
HG03085,0.00001,0.00001,0.71516,0.28481,0.00001
HG03086,0.00001,0.00001,0.69700,0.30297,0.00001
HG03088,0.00001,0.00001,0.69623,0.30374,0.00001
HG03091,0.00001,0.00001,0.68867,0.31130,0.00001
HG03095,0.00001,0.00001,0.62433,0.37564,0.00001
HG03096,0.00001,0.00001,0.89417,0.10580,0.00001
HG03097,0.00001,0.00001,0.74912,0.25085,0.00001
HG03098,0.00001,0.00001,0.88346,0.11651,0.00001
HG03099,0.00001,0.00001,0.00001,0.99996,0.00001
HG03100,0.00001,0.00001,0.00001,0.99996,0.00001
HG03101,0.00001,0.00001,0.00001,0.99996,0.00001
HG03103,0.00001,0.00001,0.00001,0.99996,0.00001
HG03105,0.00001,0.00001,0.00001,0.99996,0.00001
HG03108,0.00001,0.00001,0.00001,0.99996,0.00001
HG03109,0.00001,0.00001,0.00001,0.99996,0.00001
HG03110,0.00001,0.00001,0.00001,0.99996,0.00001
HG03111,0.00001,0.00001,0.00001,0.99996,0.00001
HG03112,0.00001,0.00001,0.00001,0.99996,0.00001
HG03113,0.00001,0.00001,0.00001,0.99996,0.00001
HG03114,0.00001,0.00001,0.00001,0.99996,0.00001
HG03115,0.00001,0.00001,0.00001,0.99996,0.00001
HG03116,0.00001,0.00001,0.00001,0.99996,0.00001
HG03117,0.00001,0.00002,0.00001,0.99996,0.00001
HG03118,0.00001,0.00001,0.00001,0.99996,0.00001
HG03119,0.00001,0.00001,0.00001,0.99996,0.00001
HG03120,0.00001,0.00001,0.00001,0.99996,0.00001
HG03121,0.00001,0.00001,0.00001,0.99996,0.00001
HG03122,0.00001,0.00001,0.00001,0.99996,0.00001
HG03123,0.00001,0.00001,0.00001,0.99996,0.00001
HG03124,0.00001,0.00001,0.00001,0.99996,0.00001
HG03125,0.00001,0.00001,0.00001,0.99996,0.00001
HG03126,0.00001,0.00001,0.00001,0.99996,0.00001
HG03127,0.00001,0.00001,0.00001,0.99996,0.00001
HG03128,0.00001,0.00001,0.00001,0.99996,0.00001
HG03129,0.00001,0.00001,0.00001,0.99996,0.00001
HG03130,0.00001,0.00001,0.00001,0.99996,0.00001
HG03131,0.00001,0.00001,0.00001,0.99996,0.00001
HG03132,0.00001,0.00001,0.00001,0.99996,0.00001
HG03133,0.00001,0.00001,0.00001,0.99996,0.00001
HG03134,0.00001,0.00001,0.00001,0.99996,0.00001
HG03135,0.00001,0.00001,0.00001,0.99996,0.00001
HG03136,0.00001,0.00001,0.00001,0.99996,0.00001
HG03137,0.00001,0.00001,0.00001,0.99996,0.00001
HG03139,0.00001,0.00001,0.00001,0.99996,0.00001
HG03157,0.00001,0.00001,0.00001,0.99996,0.00001
HG03159,0.00001,0.00001,0.00001,0.99996,0.00001
HG03160,0.00001,0.00001,0.00001,0.99996,0.00001
HG03161,0.00001,0.00001,0.00001,0.99996,0.00001
HG03162,0.00001,0.00001,0.00001,0.99996,0.00001
HG03163,0.00001,0.00001,0.00001,0.99996,0.00001
HG03164,0.00001,0.00001,0.00001,0.99996,0.00001
HG03166,0.00001,0.00001,0.00925,0.99072,0.00001
HG03168,0.00001,0.00001,0.00001,0.99996,0.00001
HG03169,0.00001,0.00001,0.00001,0.99996,0.00001
HG03170,0.00001,0.00001,0.00001,0.99996,0.00001
HG03172,0.00001,0.00001,0.01496,0.98501,0.00001
HG03175,0.00001,0.00001,0.00001,0.99996,0.00001
HG03189,0.00001,0.00001,0.00001,0.99996,0.00001
HG03190,0.00001,0.00001,0.00001,0.99996,0.00001
HG03191,0.00001,0.00001,0.00001,0.99996,0.00001
HG03193,0.00001,0.00001,0.03435,0.96562,0.00001
HG03195,0.00001,0.00001,0.00001,0.99996,0.00001
HG03196,0.00001,0.00001,0.00001,0.99996,0.00001
HG03197,0.00001,0.00001,0.00001,0.99996,0.00001
HG03198,0.00002,0.00001,0.00001,0.99995,0.00001
HG03199,0.00001,0.00001,0.00001,0.99996,0.00001
HG03200,0.00001,0.00001,0.00001,0.99996,0.00001
HG03202,0.00001,0.00001,0.00001,0.99996,0.00001
HG03209,0.00001,0.00001,0.64116,0.35881,0.00001
HG03212,0.00001,0.00001,0.66616,0.33381,0.00001
HG03224,0.00001,0.00001,0.70094,0.29903,0.00001
HG03225,0.00001,0.00001,0.68591,0.31406,0.00001
HG03228,0.04158,0.95839,0.00001,0.00001,0.00001
HG03229,0.01677,0.98320,0.00001,0.00001,0.00001
HG03230,0.00712,0.99285,0.00001,0.00001,0.00001
HG03234,0.15972,0.83161,0.00001,0.00001,0.00865
HG03235,0.12410,0.87587,0.00001,0.00001,0.00001
HG03236,0.14058,0.85939,0.00001,0.00001,0.00001
HG03237,0.16390,0.83607,0.00001,0.00001,0.00001
HG03238,0.24263,0.75734,0.00001,0.00001,0.00001
HG03239,0.19250,0.80747,0.00001,0.00001,0.00001
HG03240,0.00001,0.00001,0.99996,0.00001,0.00001
HG03241,0.00001,0.00001,0.99996,0.00001,0.00001
HG03242,0.00001,0.00001,0.99996,0.00001,0.00001
HG03246,0.00089,0.00001,0.99908,0.00001,0.00001
HG03247,0.00617,0.00001,0.99380,0.00001,0.00001
HG03248,0.00001,0.00001,0.99996,0.00001,0.00001
HG03249,0.00001,0.00001,0.99996,0.00001,0.00001
HG03250,0.00581,0.00001,0.99416,0.00001,0.00001
HG03251,0.00001,0.00001,0.99996,0.00001,0.00001
HG03258,0.00001,0.00001,0.99996,0.00001,0.00001
HG03259,0.00454,0.00001,0.99543,0.00001,0.00001
HG03260,0.00001,0.00001,0.99996,0.00001,0.00001
HG03265,0.00001,0.00001,0.00001,0.99996,0.00001
HG03267,0.00001,0.00001,0.00001,0.99996,0.00001
HG03268,0.00001,0.00001,0.00001,0.99996,0.00001
HG03269,0.00001,0.00001,0.00001,0.99996,0.00001
HG03270,0.00001,0.00001,0.00001,0.99996,0.00001
HG03271,0.00001,0.00001,0.00001,0.99996,0.00001
HG03272,0.00001,0.00001,0.00001,0.99996,0.00001
HG03279,0.00001,0.00001,0.00001,0.99996,0.00001
HG03280,0.00001,0.00001,0.00001,0.99996,0.00001
HG03291,0.00001,0.00001,0.02665,0.97332,0.00001
HG03294,0.00001,0.00001,0.00001,0.99996,0.00001
HG03295,0.00001,0.00267,0.00001,0.99730,0.00001
HG03296,0.00001,0.00001,0.00001,0.99996,0.00001
HG03297,0.00001,0.00001,0.00001,0.99996,0.00001
HG03298,0.00001,0.00001,0.00001,0.99996,0.00001
HG03299,0.00001,0.00001,0.00001,0.99996,0.00001
HG03300,0.00001,0.00001,0.00001,0.99996,0.00001
HG03301,0.00001,0.00001,0.00001,0.99996,0.00001
HG03302,0.00001,0.00001,0.00001,0.99996,0.00001
HG03303,0.00001,0.00001,0.00001,0.99996,0.00001
HG03304,0.00001,0.00001,0.00001,0.99996,0.00001
HG03305,0.00001,0.00001,0.00001,0.99996,0.00001
HG03306,0.00001,0.00001,0.00001,0.99996,0.00001
HG03307,0.00001,0.00001,0.00001,0.99996,0.00001
HG03308,0.00001,0.00001,0.00001,0.99996,0.00001
HG03309,0.00001,0.00001,0.00001,0.99996,0.00001
HG03310,0.00001,0.00001,0.00001,0.99996,0.00001
HG03311,0.00001,0.00001,0.00001,0.99996,0.00001
HG03312,0.00001,0.00001,0.00001,0.99996,0.00001
HG03313,0.00001,0.00001,0.00001,0.99996,0.00001
HG03314,0.00001,0.00001,0.00001,0.99996,0.00001
HG03342,0.00001,0.00002,0.00001,0.99995,0.00001
HG03343,0.00001,0.00001,0.00001,0.99996,0.00001
HG03344,0.00001,0.00001,0.00001,0.99996,0.00001
HG03350,0.00001,0.00001,0.00001,0.99996,0.00001
HG03351,0.00001,0.00001,0.00001,0.99996,0.00001
HG03352,0.00001,0.00001,0.00001,0.99996,0.00001
HG03354,0.00001,0.00001,0.00001,0.99996,0.00001
HG03363,0.00001,0.00001,0.00001,0.99996,0.00001
HG03366,0.00001,0.00001,0.00001,0.99996,0.00001
HG03367,0.00001,0.00001,0.00001,0.99996,0.00001
HG03368,0.00001,0.00001,0.00001,0.99996,0.00001
HG03369,0.00001,0.00001,0.00001,0.99954,0.00043
HG03370,0.00001,0.00001,0.00001,0.99996,0.00001
HG03371,0.00002,0.00001,0.00001,0.99995,0.00001
HG03372,0.00001,0.00001,0.00001,0.99996,0.00001
HG03373,0.00001,0.00001,0.00001,0.99996,0.00001
HG03374,0.00001,0.00001,0.00001,0.99996,0.00001
HG03376,0.00001,0.00001,0.76228,0.23769,0.00001
HG03378,0.00001,0.00001,0.70535,0.29462,0.00001
HG03380,0.00001,0.00001,0.64880,0.35117,0.00001
HG03382,0.00001,0.00001,0.66110,0.33887,0.00001
HG03385,0.00001,0.00001,0.59184,0.40813,0.00001
HG03388,0.00001,0.00001,0.86695,0.13302,0.00001
HG03391,0.00001,0.00001,0.72810,0.27187,0.00001
HG03394,0.00001,0.00001,0.62418,0.37579,0.00001
HG03397,0.00001,0.00001,0.75405,0.24592,0.00001
HG03401,0.00001,0.00001,0.75344,0.24653,0.00001
HG03410,0.00001,0.00001,0.67564,0.32433,0.00001
HG03419,0.00001,0.00001,0.65934,0.34063,0.00001
HG03428,0.00001,0.00001,0.84835,0.15162,0.00001
HG03432,0.00001,0.00001,0.68788,0.31209,0.00001
HG03433,0.00001,0.00001,0.64773,0.35224,0.00001
HG03436,0.00001,0.00001,0.67441,0.32556,0.00001
HG03437,0.00011,0.00001,0.86792,0.13195,0.00001
HG03438,0.00001,0.00001,0.93658,0.06339,0.00001
HG03439,0.00001,0.00001,0.68429,0.31568,0.00001
HG03442,0.00001,0.00001,0.70281,0.29716,0.00001
HG03445,0.00001,0.00001,0.56668,0.43329,0.00001
HG03446,0.00001,0.00001,0.72143,0.27854,0.00001
HG03449,0.00001,0.00001,0.68168,0.31829,0.00001
HG03451,0.00001,0.00001,0.93871,0.06126,0.00001
HG03452,0.00001,0.00001,0.89673,0.10324,0.00001
HG03453,0.00001,0.00001,0.99996,0.00001,0.00001
HG03454,0.00001,0.00001,0.99996,0.00001,0.00001
HG03455,0.00001,0.00001,0.86697,0.13300,0.00001
HG03456,0.00001,0.00001,0.99996,0.00001,0.00001
HG03457,0.00001,0.00001,0.80910,0.19087,0.00001
HG03458,0.00001,0.00001,0.68039,0.31958,0.00001
HG03460,0.00001,0.00001,0.65313,0.34684,0.00001
HG03461,0.00001,0.00001,0.61864,0.38133,0.00001
HG03464,0.00001,0.00001,0.68676,0.31321,0.00001
HG03469,0.00001,0.00001,0.92473,0.07524,0.00001
HG03470,0.00001,0.00001,0.77910,0.22087,0.00001
HG03472,0.00001,0.00001,0.68025,0.31972,0.00001
HG03473,0.00001,0.00001,0.66192,0.33804,0.00001
HG03476,0.00001,0.00001,0.62957,0.37040,0.00001
HG03478,0.00001,0.00001,0.74871,0.25126,0.00001
HG03479,0.00001,0.00001,0.86844,0.13153,0.00001
HG03480,0.00001,0.00001,0.87299,0.12698,0.00001
HG03484,0.00001,0.00001,0.86428,0.13569,0.00001
HG03485,0.00001,0.00001,0.99996,0.00001,0.00001
HG03486,0.00001,0.00001,0.99996,0.00001,0.00001
HG03487,0.14665,0.85332,0.00001,0.00001,0.00001
HG03488,0.17318,0.77058,0.00001,0.00001,0.05622
HG03489,0.17276,0.76626,0.00001,0.00001,0.06096
HG03490,0.19450,0.78603,0.00001,0.00001,0.01945
HG03491,0.02656,0.97341,0.00001,0.00001,0.00001
HG03492,0.13486,0.86511,0.00001,0.00001,0.00001
HG03499,0.00001,0.00001,0.00001,0.99996,0.00001
HG03511,0.00001,0.00001,0.00001,0.99996,0.00001
HG03514,0.00001,0.00001,0.00001,0.99996,0.00001
HG03515,0.00001,0.00001,0.00001,0.99996,0.00001
HG03516,0.00001,0.00001,0.00001,0.99996,0.00001
HG03517,0.00001,0.00001,0.00001,0.99996,0.00001
HG03518,0.00001,0.00001,0.00001,0.99996,0.00001
HG03519,0.00001,0.00001,0.00001,0.99996,0.00001
HG03520,0.00001,0.00001,0.00001,0.99996,0.00001
HG03521,0.00001,0.00001,0.00001,0.99996,0.00001
HG03522,0.00001,0.00001,0.00001,0.99996,0.00001
