id,K1,K2,K3,K4,K5
HG00591,0.00001,0.00001,0.00001,0.00001,0.99996
HG00592,0.00001,0.00001,0.00001,0.00001,0.99996
HG00593,0.00001,0.00001,0.00001,0.00001,0.99996
HG00594,0.00001,0.00001,0.00001,0.00001,0.99996
HG00595,0.00001,0.00001,0.00001,0.00001,0.99996
HG00596,0.00001,0.00001,0.00001,0.00001,0.99996
HG00597,0.00001,0.00001,0.00001,0.00001,0.99996
HG00598,0.00001,0.00001,0.00001,0.00001,0.99996
HG00599,0.00001,0.00001,0.00001,0.00001,0.99996
HG00607,0.00001,0.00001,0.00001,0.00001,0.99996
HG00608,0.00001,0.00001,0.00001,0.00001,0.99996
HG00609,0.00001,0.00001,0.00001,0.00001,0.99996
HG00610,0.00001,0.00001,0.00001,0.00001,0.99996
HG00611,0.00046,0.00001,0.00001,0.00001,0.99951
HG00612,0.00001,0.00001,0.00001,0.00001,0.99996
HG00613,0.00001,0.00001,0.00001,0.00001,0.99996
HG00614,0.00001,0.00001,0.00001,0.00001,0.99996
HG00615,0.00001,0.00001,0.00001,0.00001,0.99996
HG00619,0.00001,0.00001,0.00001,0.00001,0.99996
HG00620,0.00001,0.00001,0.00001,0.00001,0.99996
HG00621,0.00001,0.00001,0.00001,0.00001,0.99996
HG00622,0.00442,0.00001,0.00001,0.00001,0.99555
HG00623,0.00001,0.00001,0.00001,0.00001,0.99996
HG00625,0.00157,0.00001,0.00001,0.00001,0.99840
HG00626,0.00001,0.00001,0.00001,0.00001,0.99996
HG00627,0.00001,0.00001,0.00001,0.00001,0.99996
HG00628,0.00001,0.00001,0.00001,0.00001,0.99996
HG00629,0.00001,0.00001,0.00001,0.00001,0.99996
HG00630,0.00001,0.00001,0.00001,0.00001,0.99996
HG00631,0.00001,0.00001,0.00001,0.00001,0.99996
HG00632,0.00001,0.00001,0.00001,0.00001,0.99996
HG00634,0.00001,0.00001,0.00001,0.00001,0.99996
HG00635,0.00001,0.00001,0.00001,0.00001,0.99996
HG00636,0.00001,0.00001,0.00001,0.00001,0.99996
HG00637,0.79796,0.00001,0.09711,0.00001,0.10491
HG00638,0.78655,0.00001,0.11898,0.08951,0.00495
HG00639,0.77626,0.00001,0.10086,0.07023,0.05264
HG00640,0.73714,0.00001,0.03705,0.04596,0.17983
HG00641,0.65599,0.00001,0.07913,0.07519,0.18968
HG00642,0.75165,0.00001,0.02059,0.06990,0.15785
HG00650,0.00001,0.00001,0.00001,0.00001,0.99996
HG00651,0.00001,0.00001,0.00001,0.00001,0.99996
HG00652,0.00001,0.00001,0.00001,0.00001,0.99996
HG00653,0.00001,0.00001,0.00001,0.00001,0.99996
HG00654,0.00001,0.00001,0.00001,0.00001,0.99996
HG00655,0.00001,0.00001,0.00001,0.00001,0.99996
HG00656,0.00499,0.00391,0.00001,0.00001,0.99108
HG00657,0.00001,0.00001,0.00001,0.00001,0.99996
HG00658,0.00001,0.00001,0.00001,0.00001,0.99996
HG00662,0.00001,0.00001,0.00001,0.00001,0.99996
HG00663,0.00001,0.00001,0.00001,0.00001,0.99996
HG00664,0.00001,0.00001,0.00001,0.00001,0.99996
HG00671,0.00001,0.00001,0.00001,0.00001,0.99996
HG00672,0.00001,0.00001,0.00001,0.00001,0.99996
HG00673,0.00001,0.00001,0.00001,0.00001,0.99996
HG00674,0.00001,0.00001,0.00001,0.00001,0.99996
HG00675,0.00001,0.00001,0.00001,0.00001,0.99996
HG00683,0.00001,0.00001,0.00001,0.00001,0.99996
HG00684,0.00001,0.00001,0.00001,0.00001,0.99996
HG00685,0.00001,0.00001,0.00001,0.00001,0.99996
HG00689,0.00001,0.00001,0.00001,0.00001,0.99996
HG00690,0.00001,0.00001,0.00001,0.00001,0.99996
HG00691,0.00001,0.00001,0.00001,0.00001,0.99996
HG00692,0.00001,0.00001,0.00001,0.00001,0.99996
HG00693,0.00001,0.00001,0.00001,0.00001,0.99996
HG00694,0.00001,0.00001,0.00001,0.00001,0.99996
HG00698,0.00965,0.00001,0.00001,0.00001,0.99032
HG00699,0.00001,0.00001,0.00001,0.00001,0.99996
HG00700,0.00001,0.00001,0.00001,0.00001,0.99996
HG00701,0.00001,0.00001,0.00001,0.00001,0.99996
HG00702,0.00001,0.00001,0.00001,0.00001,0.99996
HG00703,0.00001,0.00001,0.00001,0.00001,0.99996
HG00704,0.00001,0.00001,0.00001,0.00001,0.99996
HG00705,0.00001,0.00001,0.00001,0.00001,0.99996
HG00706,0.00001,0.00001,0.00001,0.00001,0.99996
HG00707,0.00001,0.00001,0.00001,0.00001,0.99996
HG00708,0.00001,0.00001,0.00001,0.00001,0.99996
HG00709,0.00001,0.00001,0.00001,0.00001,0.99996
HG00717,0.00001,0.00001,0.00001,0.00001,0.99996
HG00728,0.00001,0.00001,0.00001,0.00001,0.99996
HG00729,0.00001,0.01541,0.00001,0.00001,0.98456
HG00731,0.92940,0.00001,0.00104,0.00001,0.06954
HG00732,0.87991,0.00001,0.02381,0.00001,0.09625
HG00733,0.88445,0.00001,0.01103,0.00001,0.10451
HG00734,0.83308,0.00001,0.05907,0.06358,0.04427
HG00735,0.86771,0.00001,0.01293,0.05159,0.06777
HG00736,0.81724,0.00001,0.09675,0.00001,0.08599
HG00737,0.94786,0.00001,0.00634,0.03497,0.01082
HG00738,0.89011,0.00001,0.04804,0.00001,0.06183
HG00739,0.98058,0.00001,0.00581,0.00001,0.01358
HG00740,0.77153,0.00001,0.06261,0.04184,0.12401
HG00741,0.85630,0.00001,0.05667,0.00001,0.08701
HG00742,0.96762,0.00001,0.03235,0.00001,0.00001
HG00743,0.69691,0.00001,0.03762,0.04888,0.21658
HG00759,0.00001,0.00001,0.00001,0.00001,0.99996
HG00766,0.00001,0.00001,0.00001,0.00001,0.99996
HG00844,0.00001,0.00001,0.00001,0.00001,0.99996
HG00851,0.00001,0.00001,0.00001,0.00001,0.99996
HG00864,0.00001,0.00636,0.00001,0.00001,0.99361
HG00867,0.00001,0.00001,0.00001,0.00001,0.99996
HG00879,0.00001,0.00001,0.00001,0.00001,0.99996
HG00881,0.00001,0.00001,0.00001,0.00001,0.99996
HG00956,0.00002,0.00001,0.00001,0.00001,0.99995
HG00978,0.00001,0.00001,0.00001,0.00001,0.99996
HG00982,0.00001,0.00001,0.00001,0.00001,0.99996
HG01028,0.00001,0.00001,0.00001,0.00001,0.99996
HG01029,0.00001,0.00001,0.00001,0.00001,0.99996
HG01031,0.00001,0.00001,0.00001,0.00001,0.99996
HG01046,0.00001,0.00001,0.00001,0.00001,0.99996
HG01047,0.89748,0.00001,0.00001,0.02713,0.07537
HG01048,0.87142,0.00001,0.07727,0.01537,0.03592
HG01049,0.63308,0.00001,0.20792,0.13853,0.02046
HG01050,0.67386,0.00001,0.19881,0.12731,0.00001
HG01051,0.80378,0.00001,0.03894,0.08753,0.06974
HG01052,0.57938,0.00001,0.02119,0.31645,0.08296
HG01053,0.78625,0.00001,0.00342,0.12881,0.08151
HG01054,0.84543,0.00001,0.00001,0.03176,0.12279
HG01055,0.76823,0.00001,0.05228,0.15481,0.02468
HG01056,0.81101,0.00001,0.00001,0.11766,0.07131
HG01058,0.68119,0.00001,0.09027,0.15626,0.07227
HG01060,0.95292,0.00001,0.01170,0.00001,0.03536
HG01061,0.80061,0.00001,0.11536,0.01837,0.06564
HG01062,0.85233,0.00001,0.06703,0.01120,0.06943
HG01063,0.43490,0.00001,0.06366,0.47996,0.02147
HG01064,0.86891,0.01307,0.07274,0.00530,0.03998
HG01066,0.83863,0.00001,0.05051,0.06984,0.04102
HG01067,0.91076,0.00001,0.03565,0.01340,0.04018
HG01068,0.95795,0.00001,0.01587,0.00001,0.02617
HG01069,0.70705,0.00001,0.10658,0.10237,0.08398
HG01070,0.83605,0.00644,0.08602,0.00001,0.07149
HG01071,0.76684,0.00001,0.14601,0.00001,0.08712
HG01072,0.83256,0.00001,0.01239,0.00001,0.15503
HG01073,0.88390,0.00001,0.00001,0.07574,0.04034
HG01074,0.81949,0.00001,0.00124,0.05299,0.12628
HG01075,0.90008,0.00001,0.00001,0.01308,0.08682
HG01077,0.79907,0.00001,0.04946,0.06456,0.08690
HG01079,0.78854,0.00001,0.13205,0.00001,0.07940
HG01080,0.77410,0.00001,0.05200,0.11109,0.06280
HG01081,0.86069,0.00001,0.04641,0.00001,0.09288
HG01082,0.87201,0.00001,0.01480,0.06274,0.05044
HG01083,0.92647,0.00001,0.00600,0.04045,0.02707
HG01084,0.86616,0.00001,0.00866,0.05470,0.07046
HG01085,0.79503,0.00001,0.09856,0.02588,0.08052
HG01086,0.80005,0.00001,0.12421,0.03938,0.03635
HG01087,0.80745,0.00001,0.10800,0.00001,0.08453
HG01088,0.55786,0.00001,0.09227,0.32269,0.02717
HG01089,0.85582,0.00001,0.00914,0.06886,0.06617
HG01092,0.57041,0.00849,0.02667,0.39137,0.00307
HG01094,0.89154,0.00001,0.03151,0.05391,0.02304
HG01095,0.77414,0.00001,0.03962,0.15949,0.02673
HG01096,0.80130,0.00001,0.05245,0.12200,0.02424
HG01097,0.88022,0.00001,0.05035,0.04922,0.02021
HG01098,0.81608,0.00001,0.01469,0.09997,0.06925
HG01099,0.81228,0.00001,0.00892,0.11615,0.06264
HG01100,0.83984,0.00001,0.03590,0.07845,0.04580
HG01101,0.75973,0.00001,0.14077,0.02429,0.07519
HG01102,0.84014,0.00001,0.06147,0.03035,0.06803
HG01103,0.74902,0.00001,0.14186,0.02122,0.08790
HG01104,0.86541,0.00001,0.03537,0.02485,0.07436
HG01105,0.83069,0.00001,0.01747,0.09585,0.05598
HG01106,0.76541,0.00001,0.03014,0.09035,0.11409
HG01107,0.66028,0.00001,0.01832,0.29687,0.02452
HG01108,0.34543,0.00001,0.28338,0.33428,0.03689
HG01109,0.47121,0.00001,0.18447,0.31472,0.02959
HG01110,0.87093,0.00001,0.06965,0.00630,0.05311
HG01111,0.78180,0.00001,0.08467,0.00001,0.13351
HG01112,0.95366,0.00001,0.01532,0.00001,0.03100
HG01113,0.82470,0.00001,0.00738,0.00001,0.16790
HG01114,0.90690,0.00001,0.00824,0.00001,0.08484
HG01119,0.96362,0.00001,0.00001,0.00001,0.03635
HG01121,0.63681,0.00001,0.00001,0.04599,0.31718
HG01122,0.89242,0.00001,0.00393,0.00001,0.10364
HG01124,0.54499,0.00001,0.11815,0.08932,0.24752
HG01125,0.78990,0.00001,0.04042,0.09529,0.07437
HG01126,0.71654,0.00001,0.01786,0.09122,0.17437
HG01130,0.88079,0.00001,0.00001,0.01132,0.10787
HG01131,0.79414,0.00001,0.00001,0.04416,0.16168
HG01133,0.96133,0.00001,0.00450,0.00001,0.03415
HG01134,0.83127,0.00001,0.03354,0.03509,0.10008
HG01135,0.90910,0.00001,0.02662,0.00001,0.06426
HG01136,0.87504,0.00001,0.00845,0.00001,0.11650
HG01137,0.73205,0.00001,0.00236,0.00001,0.26557
HG01138,0.77837,0.00001,0.00519,0.00001,0.21642
HG01139,0.60323,0.00001,0.03201,0.07808,0.28667
HG01140,0.82830,0.00001,0.06143,0.02727,0.08299
HG01141,0.72566,0.00001,0.06846,0.07429,0.13159
HG01142,0.67786,0.00001,0.01288,0.02688,0.28236
HG01148,0.80738,0.00001,0.00001,0.00717,0.18543
HG01149,0.66454,0.00001,0.00001,0.03216,0.30328
HG01150,0.78372,0.00001,0.00001,0.01421,0.20205
HG01161,0.66720,0.00001,0.08837,0.12698,0.11744
HG01162,0.81656,0.01909,0.04020,0.03795,0.08621
HG01164,0.77743,0.00001,0.04661,0.08771,0.08824
HG01167,0.73740,0.00390,0.04977,0.15606,0.05287
HG01168,0.90189,0.00001,0.02655,0.00001,0.07154
HG01169,0.87643,0.02002,0.03517,0.03445,0.03393
HG01170,0.81067,0.00659,0.07219,0.07548,0.03508
HG01171,0.75854,0.00001,0.10941,0.06946,0.06259
HG01172,0.75365,0.01730,0.11203,0.07233,0.04470
HG01173,0.93519,0.00001,0.02200,0.01591,0.02690
HG01174,0.82138,0.00001,0.00001,0.05964,0.11897
HG01175,0.87917,0.00001,0.00001,0.06714,0.05367
HG01176,0.84693,0.00001,0.03884,0.00001,0.11421
HG01177,0.79633,0.00001,0.02368,0.04085,0.13913
HG01178,0.82926,0.00001,0.03428,0.01003,0.12642
HG01182,0.73784,0.00001,0.07373,0.04859,0.13983
HG01183,0.85034,0.00001,0.03342,0.05587,0.06036
HG01184,0.74012,0.00001,0.07592,0.03096,0.15299
HG01187,0.67891,0.00001,0.06222,0.10601,0.15285
HG01188,0.69188,0.00001,0.10154,0.13506,0.07150
HG01189,0.65825,0.00001,0.08956,0.14406,0.10812
HG01190,0.73647,0.00001,0.03650,0.11798,0.10904
HG01191,0.75577,0.00001,0.17872,0.03098,0.03451
HG01192,0.78365,0.00001,0.11961,0.01816,0.07856
HG01197,0.87907,0.00001,0.02411,0.02425,0.07255
HG01198,0.73467,0.00001,0.03729,0.13536,0.09266
HG01199,0.84101,0.00001,0.02404,0.10199,0.03294
HG01200,0.86997,0.00001,0.04003,0.01626,0.07373
HG01204,0.79470,0.00001,0.04712,0.10119,0.05698
HG01205,0.79198,0.00001,0.00001,0.10714,0.10086
HG01206,0.83848,0.00001,0.00001,0.07509,0.08641
HG01241,0.36093,0.00001,0.12715,0.45537,0.05653
HG01242,0.41765,0.00001,0.00001,0.49325,0.08908
HG01243,0.40435,0.00001,0.06871,0.44385,0.08308
HG01247,0.81592,0.00001,0.04262,0.09284,0.04861
HG01248,0.82531,0.00001,0.08038,0.03421,0.06009
HG01249,0.77731,0.00001,0.12400,0.00001,0.09867
HG01250,0.76130,0.00001,0.00950,0.00001,0.22918
HG01251,0.82934,0.00001,0.00001,0.00509,0.16555
HG01252,0.81412,0.00001,0.01339,0.00199,0.17048
HG01253,0.75526,0.00001,0.06693,0.01278,0.16503
HG01254,0.63756,0.00001,0.02627,0.12731,0.20886
HG01255,0.63926,0.00001,0.04396,0.04070,0.27607
HG01256,0.89609,0.00001,0.01318,0.00001,0.09071
HG01257,0.77874,0.00001,0.00001,0.00001,0.22123
HG01258,0.82996,0.00001,0.00530,0.00001,0.16472
HG01259,0.79980,0.00001,0.00001,0.04289,0.15728
HG01260,0.59315,0.00001,0.02297,0.10155,0.28232
HG01261,0.71673,0.00001,0.02211,0.05806,0.20309
HG01269,0.70601,0.00001,0.08432,0.00001,0.20965
HG01271,0.89373,0.00001,0.02748,0.00659,0.07218
HG01272,0.52731,0.00001,0.00744,0.12272,0.34253
HG01273,0.78808,0.00001,0.00498,0.07117,0.13576
HG01274,0.60087,0.00001,0.02142,0.04072,0.33698
HG01275,0.97388,0.00001,0.00572,0.01422,0.00617
HG01276,0.83458,0.00001,0.01642,0.01358,0.13540
HG01277,0.66293,0.00001,0.00001,0.00001,0.33704
HG01278,0.83167,0.00001,0.00530,0.00824,0.15478
HG01279,0.77122,0.00001,0.00001,0.00001,0.22875
HG01280,0.86723,0.00001,0.00001,0.03226,0.10050
HG01281,0.77436,0.00001,0.01050,0.00001,0.21512
HG01284,0.76347,0.00001,0.00001,0.01868,0.21783
HG01286,0.50245,0.00001,0.08880,0.35542,0.05332
HG01302,0.72958,0.00001,0.10530,0.00189,0.16323
HG01303,0.72042,0.00001,0.03948,0.04948,0.19061
HG01305,0.77101,0.00001,0.09307,0.00001,0.13590
HG01308,0.63546,0.00001,0.15344,0.12759,0.08349
HG01311,0.94377,0.00001,0.00001,0.04960,0.00661
HG01312,0.80111,0.00001,0.00357,0.11498,0.08032
HG01323,0.81481,0.00001,0.00001,0.15121,0.03395
HG01325,0.86547,0.01801,0.01742,0.08948,0.00962
HG01326,0.77562,0.00001,0.05971,0.02548,0.13917
HG01334,0.99996,0.00001,0.00001,0.00001,0.00001
HG01341,0.63828,0.00001,0.00001,0.03492,0.32677
HG01342,0.35791,0.00001,0.00462,0.44010,0.19736
HG01343,0.46917,0.00001,0.00001,0.25662,0.27420
HG01344,0.68421,0.00001,0.01837,0.02642,0.27100
HG01345,0.80141,0.00001,0.00001,0.04566,0.15291
HG01346,0.73982,0.00001,0.00300,0.00557,0.25159
HG01347,0.87777,0.00001,0.00050,0.00001,0.12170
HG01348,0.73818,0.00001,0.01572,0.00001,0.24608
HG01349,0.85212,0.00001,0.00001,0.00001,0.14785
HG01350,0.61439,0.00001,0.05436,0.06510,0.26614
HG01351,0.72973,0.00001,0.00001,0.02268,0.24757
HG01352,0.71661,0.00001,0.01428,0.03579,0.23331
HG01353,0.90811,0.00001,0.01490,0.02162,0.05535
HG01354,0.91360,0.00001,0.00500,0.00898,0.07240
HG01355,0.90121,0.00001,0.01611,0.01729,0.06538
HG01356,0.92001,0.00001,0.00998,0.00429,0.06571
HG01357,0.80015,0.00001,0.00001,0.00001,0.19981
HG01358,0.73832,0.00001,0.00001,0.00001,0.26166
HG01359,0.79051,0.00001,0.00001,0.00001,0.20946
HG01360,0.86321,0.00001,0.00001,0.02429,0.11248
HG01361,0.79846,0.00001,0.00343,0.00417,0.19393
HG01362,0.57571,0.00001,0.11907,0.14001,0.16520
HG01363,0.73499,0.00001,0.01658,0.00844,0.23997
HG01365,0.47905,0.00001,0.07662,0.29575,0.14857
HG01366,0.68301,0.00001,0.03359,0.00001,0.28339
HG01367,0.61665,0.00001,0.02682,0.16066,0.19586
HG01369,0.74149,0.00001,0.07289,0.04140,0.14421
HG01372,0.79799,0.00002,0.00001,0.01087,0.19111
HG01374,0.94602,0.00001,0.00001,0.00001,0.05395
HG01375,0.73788,0.00001,0.04269,0.03266,0.18676
HG01376,0.82557,0.00001,0.03184,0.00001,0.14257
HG01377,0.74652,0.00001,0.07658,0.00961,0.16728
HG01378,0.61214,0.00001,0.00001,0.03831,0.34953
HG01379,0.72396,0.00001,0.02093,0.00758,0.24752
HG01383,0.85803,0.00001,0.02133,0.00001,0.12062
HG01384,0.82512,0.00001,0.04033,0.04411,0.09043
HG01385,0.88250,0.00001,0.00001,0.01584,0.10164
HG01389,0.89432,0.00001,0.00001,0.00001,0.10565
HG01390,0.48816,0.00001,0.06456,0.34100,0.10627
HG01391,0.71849,0.00001,0.00001,0.20404,0.07745
HG01392,0.86971,0.00001,0.02490,0.00001,0.10537
HG01393,0.70531,0.00001,0.11706,0.11219,0.06544
HG01395,0.89378,0.00001,0.00804,0.03416,0.06401
HG01396,0.66546,0.00001,0.03521,0.21126,0.08806
HG01398,0.68080,0.00001,0.05470,0.17565,0.08886
HG01402,0.72972,0.00001,0.09288,0.09332,0.08407
HG01403,0.73305,0.00001,0.00001,0.12567,0.14126
HG01405,0.89760,0.00139,0.01818,0.03437,0.04846
HG01412,0.89212,0.00001,0.01977,0.02820,0.05990
HG01413,0.63180,0.00001,0.05965,0.12647,0.18207
HG01414,0.85832,0.00001,0.05821,0.07114,0.01232
HG01431,0.67327,0.00001,0.07859,0.04017,0.20795
HG01432,0.82505,0.00001,0.01314,0.00001,0.16178
HG01433,0.77796,0.00001,0.08131,0.00001,0.14071
HG01435,0.53140,0.00001,0.02973,0.06594,0.37292
HG01437,0.92571,0.00001,0.00001,0.00001,0.07426
HG01438,0.98205,0.00001,0.00001,0.00001,0.01792
HG01439,0.99960,0.00001,0.00001,0.00001,0.00037
HG01440,0.69413,0.00001,0.04390,0.14038,0.12158
HG01441,0.72212,0.00001,0.01465,0.00230,0.26092
HG01443,0.43130,0.00001,0.00001,0.08580,0.48287
HG01444,0.71029,0.00001,0.04220,0.02391,0.22358
HG01447,0.71721,0.00001,0.05716,0.00001,0.22561
HG01455,0.78393,0.00001,0.00001,0.00001,0.21604
HG01456,0.81558,0.00001,0.02989,0.00001,0.15451
HG01457,0.77895,0.00001,0.00001,0.00001,0.22102
HG01459,0.64132,0.00001,0.08219,0.04327,0.23322
HG01461,0.66821,0.00001,0.00001,0.09211,0.23966
HG01462,0.59326,0.00001,0.00001,0.18999,0.21672
HG01463,0.59970,0.00001,0.00001,0.18437,0.21591
HG01464,0.62806,0.00001,0.00353,0.09036,0.27803
HG01465,0.89429,0.00001,0.01447,0.00001,0.09122
HG01466,0.77694,0.00001,0.01670,0.02280,0.18355
HG01468,0.92629,0.00001,0.01757,0.00001,0.05613
HG01474,0.98602,0.00001,0.01395,0.00001,0.00001
HG01479,0.93981,0.00001,0.00001,0.00001,0.06016
HG01485,0.43500,0.00001,0.11910,0.32894,0.11696
HG01486,0.85480,0.00001,0.00594,0.00001,0.13924
HG01488,0.85585,0.00001,0.11338,0.01838,0.01237
HG01489,0.91365,0.00001,0.00087,0.00001,0.08545
HG01490,0.95554,0.00001,0.00001,0.00001,0.04443
HG01491,0.91634,0.00001,0.00001,0.00001,0.08363
HG01492,0.89351,0.00001,0.00985,0.00001,0.09663
HG01493,0.90165,0.00001,0.00001,0.00001,0.09831
HG01494,0.73654,0.00001,0.00248,0.00001,0.26096
HG01495,0.75999,0.00001,0.00325,0.01157,0.22517
HG01496,0.65921,0.00001,0.00001,0.01168,0.32909
HG01497,0.66224,0.00001,0.02456,0.06952,0.24367
HG01498,0.81404,0.00001,0.00001,0.00405,0.18189
HG01499,0.66899,0.00001,0.00001,0.05271,0.27829
HG01500,0.97912,0.00001,0.02085,0.00001,0.00001
HG01501,0.98450,0.01045,0.00426,0.00001,0.00078
HG01502,0.98817,0.00001,0.01180,0.00001,0.00001
HG01503,0.99996,0.00001,0.00001,0.00001,0.00001
HG01504,0.99458,0.00001,0.00001,0.00539,0.00001
HG01505,0.99996,0.00001,0.00001,0.00001,0.00001
HG01506,0.98961,0.00001,0.00435,0.00602,0.00001
HG01507,0.99581,0.00001,0.00416,0.00001,0.00001
HG01508,0.99464,0.00001,0.00533,0.00001,0.00001
HG01509,0.97967,0.00001,0.02030,0.00001,0.00001
HG01510,0.98998,0.00002,0.00951,0.00048,0.00001
HG01511,0.98482,0.00001,0.01515,0.00001,0.00001
HG01512,0.99394,0.00603,0.00001,0.00001,0.00001
HG01513,0.99791,0.00001,0.00206,0.00001,0.00001
HG01514,0.99490,0.00507,0.00001,0.00001,0.00001
HG01515,0.99996,0.00001,0.00001,0.00001,0.00001
HG01516,0.99996,0.00001,0.00001,0.00001,0.00001
HG01517,0.99996,0.00001,0.00001,0.00001,0.00001
HG01518,0.99996,0.00001,0.00001,0.00001,0.00001
HG01519,0.99996,0.00001,0.00001,0.00001,0.00001
HG01520,0.99996,0.00001,0.00001,0.00001,0.00001
HG01521,0.99509,0.00488,0.00001,0.00001,0.00001
HG01522,0.99996,0.00001,0.00001,0.00001,0.00001
HG01523,0.99996,0.00001,0.00001,0.00001,0.00001
HG01524,0.99996,0.00001,0.00001,0.00001,0.00001
HG01525,0.97754,0.00001,0.02243,0.00001,0.00001
HG01526,0.99996,0.00001,0.00001,0.00001,0.00001
HG01527,0.99839,0.00001,0.00001,0.00158,0.00001
HG01528,0.96170,0.00001,0.00356,0.03473,0.00001
HG01529,0.97822,0.00001,0.00001,0.02175,0.00001
HG01530,0.97416,0.00001,0.02581,0.00001,0.00001
HG01531,0.99996,0.00001,0.00001,0.00001,0.00001
HG01532,0.98236,0.00001,0.01761,0.00001,0.00001
HG01536,0.98558,0.00001,0.00125,0.00001,0.01315
HG01537,0.99996,0.00001,0.00001,0.00001,0.00001
HG01538,0.99996,0.00001,0.00001,0.00001,0.00001
HG01550,0.89812,0.00001,0.00001,0.03026,0.07160
HG01551,0.46836,0.00001,0.07519,0.21434,0.24210
HG01552,0.69599,0.00001,0.01399,0.09299,0.19702
HG01556,0.52510,0.00001,0.06830,0.22415,0.18244
HG01565,0.60998,0.00001,0.00001,0.00001,0.38999
HG01566,0.68712,0.00001,0.00001,0.01652,0.29634
HG01567,0.63372,0.00001,0.00001,0.01681,0.34946
HG01571,0.44826,0.00001,0.00001,0.00001,0.55171
HG01572,0.29423,0.00001,0.00001,0.00001,0.70574
HG01573,0.38794,0.00001,0.00001,0.00001,0.61203
HG01577,0.64626,0.00001,0.00001,0.00001,0.35371
HG01578,0.69578,0.00001,0.00855,0.01316,0.28251
HG01579,0.62702,0.00001,0.00504,0.00426,0.36368
HG01583,0.19419,0.80578,0.00001,0.00001,0.00001
HG01586,0.21999,0.77998,0.00001,0.00001,0.00001
HG01589,0.31697,0.67748,0.00001,0.00001,0.00553
HG01593,0.14139,0.85858,0.00001,0.00001,0.00001
HG01595,0.00001,0.00001,0.00001,0.00001,0.99996
HG01596,0.00001,0.12909,0.00001,0.00001,0.87087
HG01597,0.00001,0.00001,0.00001,0.00001,0.99996
HG01598,0.00001,0.00477,0.00001,0.00001,0.99520
HG01599,0.00001,0.02316,0.00001,0.00001,0.97681
HG01600,0.00001,0.00001,0.00001,0.00001,0.99996
HG01601,0.97627,0.00001,0.00001,0.00803,0.01568
HG01602,0.99927,0.00070,0.00001,0.00001,0.00001
HG01603,0.98686,0.00030,0.00001,0.00990,0.00294
HG01604,0.99996,0.00001,0.00001,0.00001,0.00001
HG01605,0.99996,0.00001,0.00001,0.00001,0.00001
HG01606,0.99996,0.00001,0.00001,0.00001,0.00001
HG01607,0.98622,0.00001,0.01375,0.00001,0.00001
HG01608,0.98034,0.00001,0.00001,0.01963,0.00001
HG01609,0.98439,0.00001,0.01558,0.00001,0.00001
HG01610,0.98174,0.00001,0.01823,0.00001,0.00001
HG01611,0.99996,0.00001,0.00001,0.00001,0.00001
HG01612,0.99446,0.00001,0.00551,0.00001,0.00001
HG01613,0.98157,0.01765,0.00001,0.00076,0.00001
HG01614,0.96150,0.03847,0.00001,0.00001,0.00001
HG01615,0.98679,0.01227,0.00001,0.00001,0.00092
HG01616,0.99996,0.00001,0.00001,0.00001,0.00001
HG01617,0.99996,0.00001,0.00001,0.00001,0.00001
HG01618,0.99996,0.00001,0.00001,0.00001,0.00001
HG01619,0.99343,0.00001,0.00654,0.00001,0.00001
HG01620,0.97981,0.00001,0.02016,0.00001,0.00001
HG01621,0.99056,0.00001,0.00941,0.00001,0.00001
HG01622,0.99996,0.00001,0.00001,0.00001,0.00001
HG01623,0.99996,0.00001,0.00001,0.00001,0.00001
HG01624,0.98567,0.00390,0.01041,0.00001,0.00001
HG01625,0.99592,0.00001,0.00081,0.00325,0.00001
HG01626,0.97771,0.01321,0.00906,0.00001,0.00001
HG01627,0.99611,0.00001,0.00386,0.00001,0.00001
HG01628,0.94448,0.00720,0.04829,0.00001,0.00001
HG01629,0.96828,0.00128,0.02358,0.00001,0.00685
HG01630,0.96184,0.00001,0.03813,0.00002,0.00001
HG01631,0.99996,0.00001,0.00001,0.00001,0.00001
HG01632,0.99996,0.00001,0.00001,0.00001,0.00001
HG01633,0.99996,0.00001,0.00001,0.00001,0.00001
HG01667,0.97564,0.00001,0.00998,0.01437,0.00001
HG01668,0.98196,0.00001,0.01801,0.00001,0.00001
HG01669,0.95120,0.00001,0.01300,0.03577,0.00001
HG01670,0.99651,0.00001,0.00001,0.00346,0.00001
HG01671,0.99996,0.00001,0.00001,0.00001,0.00001
HG01672,0.99996,0.00001,0.00001,0.00001,0.00001
HG01673,0.98841,0.00001,0.01156,0.00001,0.00001
HG01674,0.99976,0.00021,0.00001,0.00001,0.00001
HG01675,0.99996,0.00001,0.00001,0.00001,0.00001
HG01676,0.99996,0.00001,0.00001,0.00001,0.00001
HG01677,0.99996,0.00001,0.00001,0.00001,0.00001
HG01678,0.99996,0.00001,0.00001,0.00001,0.00001
HG01679,0.99996,0.00001,0.00001,0.00001,0.00001
HG01680,0.99996,0.00001,0.00001,0.00001,0.00001
HG01681,0.99996,0.00001,0.00001,0.00001,0.00001
HG01682,0.99996,0.00001,0.00001,0.00001,0.00001
HG01683,0.99996,0.00001,0.00001,0.00001,0.00001
HG01684,0.99996,0.00001,0.00001,0.00001,0.00001
HG01685,0.98456,0.00942,0.00254,0.00347,0.00001
HG01686,0.97838,0.02132,0.00028,0.00001,0.00001
HG01687,0.99247,0.00445,0.00305,0.00001,0.00001
